online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost
Yes,No,3.7,0.0,"Varthur Main Road, Whitefield",Delivery,"American, Continental",200.0
Yes,No,4.1,50.0,Marathahalli,Quick Bites,"Street Food, Mithai",200.0
Yes,No,3.3,5.0,Marathahalli,Sweet Shop,"Mithai, Desserts",300.0
Yes,Yes,4.0,137.0,Brookefield,Cafe,"Burger, Juices, Beverages, Fast Food, Cafe, Chinese, Coffee",600.0
Yes,No,4.3,178.0,Whitefield,"Quick Bites, Beverage Shop","North Indian, Healthy Food, Beverages",400.0
Yes,No,4.0,484.5,Marathahalli,Casual Dining,"Hyderabadi, Andhra, North Indian, Chinese, South Indian",800.0
Yes,No,3.8,76.0,Kaggadasapura,Quick Bites,"Chinese, Momos",250.0
Yes,No,3.8,121.0,Marathahalli,"Takeaway, Delivery",Lebanese,150.0
Yes,Yes,4.2,198.0,Marathahalli,Casual Dining,"Arabian, Biryani, Desserts, Beverages, Salad",1000.0
Yes,Yes,4.0,484.5,Brookefield,Casual Dining,"Andhra, Biryani, Chinese, South Indian",800.0
Yes,No,3.2,91.0,Brookefield,Quick Bites,North Indian,300.0
Yes,No,3.8,295.0,Marathahalli,Quick Bites,Oriya,350.0
Yes,No,3.9,81.0,Marathahalli,Quick Bites,North Indian,250.0
Yes,No,2.9000000000000004,135.0,Marathahalli,Casual Dining,"Biryani, Mughlai, Chinese",550.0
Yes,No,3.7,24.0,Marathahalli,Quick Bites,South Indian,250.0
Yes,No,3.7,0.0,Kaggadasapura,Quick Bites,"North Indian, Bengali, Chinese",400.0
Yes,No,3.9,484.5,Whitefield,Casual Dining,"Biryani, North Indian, Chinese, Seafood",800.0
Yes,No,3.7,18.0,Marathahalli,Quick Bites,"Chinese, North Indian",300.0
No,No,3.0,17.0,"Varthur Main Road, Whitefield","Takeaway, Delivery",Pizza,555.4315664479959
Yes,No,3.3,7.0,Kaggadasapura,"Bakery, Quick Bites","Bakery, Fast Food, Desserts",400.0
Yes,No,3.2,61.0,Kaggadasapura,"Takeaway, Delivery","Pizza, Fast Food",400.0
Yes,No,3.9,54.0,Kaggadasapura,Dessert Parlor,Desserts,400.0
Yes,No,3.7,484.5,Whitefield,Casual Dining,"Andhra, Biryani, North Indian, Chinese",650.0
Yes,No,3.7,0.0,Marathahalli,Delivery,"Tea, Beverages",200.0
Yes,No,3.4,66.0,Whitefield,Quick Bites,"Kerala, Biryani",450.0
Yes,No,4.2,264.0,Brookefield,Quick Bites,South Indian,200.0
Yes,No,3.6,82.0,Brookefield,Quick Bites,Fast Food,400.0
Yes,No,2.9000000000000004,16.0,Marathahalli,Beverage Shop,"Beverages, Juices",100.0
Yes,No,3.8,26.0,Brookefield,Quick Bites,"Momos, Fast Food",300.0
Yes,No,4.0,67.0,Brookefield,Sweet Shop,"Mithai, Street Food",300.0
Yes,No,3.6,38.0,Brookefield,Quick Bites,South Indian,300.0
Yes,No,2.9000000000000004,67.0,Marathahalli,Cafe,"Cafe, Tea, Beverages",300.0
Yes,No,4.0,55.0,Brookefield,Beverage Shop,"Beverages, Fast Food",600.0
No,No,3.7,0.0,Brookefield,Quick Bites,South Indian,120.0
No,No,3.0,17.0,Marathahalli,Quick Bites,"North Indian, Chinese, Biryani",350.0
No,No,2.9000000000000004,58.0,Marathahalli,Casual Dining,"North Indian, Chinese",600.0
Yes,No,4.0,484.5,Marathahalli,Casual Dining,"Chinese, Thai",600.0
Yes,No,3.7,63.0,Marathahalli,Quick Bites,"Fast Food, Chinese, Rolls",200.0
Yes,No,2.9000000000000004,12.0,Marathahalli,Casual Dining,"Hyderabadi, Biryani",650.0
Yes,No,3.3,4.0,Whitefield,Quick Bites,"Rolls, Chinese",200.0
Yes,No,3.7,0.0,Marathahalli,Delivery,Biryani,500.0
Yes,No,3.7,0.0,Brookefield,Dhaba,"North Indian, Fast Food, Beverages",250.0
Yes,No,4.0,50.0,Brookefield,Dessert Parlor,Desserts,250.0
Yes,No,4.2,44.0,Marathahalli,Dessert Parlor,"Desserts, Ice Cream",300.0
Yes,Yes,4.3,484.5,Marathahalli,"Casual Dining, Bar","BBQ, Mughlai, Biryani",1100.0
No,No,4.0,395.0,Marathahalli,Casual Dining,"Andhra, Biryani, North Indian",500.0
Yes,No,2.9000000000000004,20.0,Brookefield,Mess,"Andhra, Biryani, Chinese",400.0
Yes,No,3.6,14.0,Marathahalli,Dessert Parlor,Desserts,300.0
Yes,No,3.5,11.0,Marathahalli,Casual Dining,"Seafood, North Indian",800.0
Yes,No,3.7,210.0,Marathahalli,Food Court,"North Indian, Biryani",600.0
Yes,No,3.7,50.0,Bellandur,Casual Dining,North Indian,500.0
Yes,No,3.9,43.0,Brookefield,Quick Bites,"South Indian, Chinese, Street Food",250.0
No,No,4.1,484.5,Brookefield,Quick Bites,"North Indian, South Indian, Chinese, Street Food, Mithai",500.0
No,Yes,4.3,72.0,Brookefield,"Cafe, Bakery","Cafe, Bakery, Fast Food",400.0
No,No,3.1,16.0,Whitefield,Quick Bites,North Indian,300.0
No,No,3.4,232.0,Brookefield,Casual Dining,"Chettinad, Chinese, South Indian",550.0
Yes,No,3.6,24.0,Brookefield,Quick Bites,"North Indian, South Indian, Chinese, Biryani",400.0
No,No,3.8,210.0,Kaggadasapura,Casual Dining,"Bengali, North Indian, Chinese, Rolls",500.0
No,No,3.5,17.0,Kaggadasapura,Quick Bites,South Indian,200.0
No,No,3.8,26.0,Thippasandra,Quick Bites,"South Indian, Chinese, Kerala",250.0
Yes,Yes,3.2,21.0,Brookefield,Quick Bites,"North Indian, Mughlai, Chinese",400.0
Yes,No,3.8,79.0,Thippasandra,Quick Bites,"North Indian, Chinese, Seafood",400.0
No,No,3.7,28.0,Brookefield,Quick Bites,"North Indian, Chinese",300.0
No,No,3.8,43.0,Kaggadasapura,Quick Bites,Kerala,250.0
No,No,3.2,7.0,Brookefield,Quick Bites,"North Indian, Chinese",250.0
No,No,2.9000000000000004,142.0,Brookefield,Casual Dining,"South Indian, North Indian, Chinese",400.0
No,No,3.6,98.0,Brookefield,Quick Bites,"North Indian, Chinese",450.0
No,No,3.7,61.0,Kaggadasapura,"Takeaway, Delivery","North Indian, South Indian",300.0
No,No,3.7,28.0,Brookefield,Casual Dining,"North Indian, Chinese",600.0
No,No,3.4,13.0,Brookefield,Quick Bites,"South Indian, North Indian, Chinese",300.0
No,No,3.7,0.0,Brookefield,Bakery,"Bakery, Desserts",300.0
No,No,3.2,19.0,Brookefield,Bakery,"Bakery, Fast Food, Desserts",300.0
No,No,3.3,5.0,Brookefield,Quick Bites,South Indian,200.0
No,No,3.7,33.0,Brookefield,Quick Bites,Kerala,200.0
No,No,3.7,0.0,Whitefield,Dessert Parlor,Ice Cream,200.0
No,No,3.3,32.0,Whitefield,Casual Dining,"Continental, North Indian, Chinese, Arabian",1000.0
No,No,3.2,22.0,Brookefield,Quick Bites,"South Indian, North Indian",400.0
No,No,2.9000000000000004,70.0,"Varthur Main Road, Whitefield",Casual Dining,"Seafood, Biryani, Hyderabadi, North Indian",650.0
No,No,3.0,18.0,Brookefield,Fine Dining,"Chinese, Thai",600.0
No,No,3.4,19.0,Brookefield,Quick Bites,"North Indian, Chinese, Mithai",200.0
No,No,2.9000000000000004,229.0,Brookefield,Casual Dining,North Indian,450.0
No,No,3.1,9.0,Brookefield,Quick Bites,Biryani,300.0
No,No,3.2,4.0,Brookefield,Food Court,Street Food,500.0
No,No,3.2,4.0,Brookefield,Quick Bites,"Andhra, Chinese, South Indian",400.0
No,No,3.7,0.0,Brookefield,Quick Bites,South Indian,200.0
No,No,3.7,0.0,Bellandur,Quick Bites,"Bihari, Chinese",250.0
No,No,3.4,8.0,Whitefield,"Takeaway, Delivery","North Indian, Continental",300.0
No,No,3.7,0.0,Brookefield,Quick Bites,"Andhra, Biryani, Chinese",400.0
No,No,3.7,0.0,"Varthur Main Road, Whitefield",Bakery,"Bakery, Desserts",400.0
No,No,3.7,0.0,Marathahalli,"Takeaway, Delivery",North Indian,400.0
No,No,3.7,0.0,"Varthur Main Road, Whitefield",Quick Bites,"North Indian, Bengali, South Indian",400.0
No,No,3.7,0.0,Brookefield,Mess,"Andhra, Chinese",300.0
No,No,3.7,0.0,Whitefield,Beverage Shop,"Beverages, Fast Food",400.0
No,No,3.3,4.0,Brookefield,Food Court,Beverages,300.0
No,No,3.7,0.0,Whitefield,Delivery,Biryani,300.0
No,No,3.7,0.0,Kaggadasapura,Delivery,North Indian,400.0
No,No,3.7,0.0,Whitefield,Delivery,Street Food,200.0
No,No,3.7,0.0,Whitefield,Quick Bites,"Fast Food, Street Food",200.0
No,No,3.5,9.0,Kaggadasapura,Delivery,Desserts,1000.0
No,No,3.7,0.0,Brookefield,Casual Dining,"North Indian, Chinese",600.0
No,No,3.7,19.0,Whitefield,Delivery,Desserts,1000.0
No,No,3.7,0.0,Brookefield,"Takeaway, Delivery","North Indian, Chinese, Italian",200.0
No,No,3.7,0.0,Whitefield,Quick Bites,North Indian,350.0
No,No,3.7,0.0,Brookefield,Delivery,"North Indian, South Indian",400.0
No,No,3.7,0.0,Bellandur,Delivery,Biryani,400.0
No,No,3.7,0.0,Brookefield,"Bakery, Quick Bites","Bakery, Fast Food, Juices",250.0
No,No,3.7,0.0,Brookefield,Quick Bites,"North Indian, Chinese",400.0
No,No,3.7,0.0,Whitefield,"Takeaway, Delivery","Bakery, Desserts",1000.0
No,No,3.7,0.0,"ITPL Main Road, Whitefield",Quick Bites,North Indian,200.0
No,No,3.7,0.0,Kaggadasapura,Quick Bites,Chinese,300.0
No,No,3.7,0.0,Brookefield,Quick Bites,"North Indian, Chinese, Biryani",400.0
No,No,3.7,0.0,Brookefield,Quick Bites,"North Indian, South Indian, Chinese, Fast Food",300.0
No,No,3.2,5.0,Kaggadasapura,Delivery,Bengali,350.0
No,No,2.9000000000000004,115.0,Brookefield,Casual Dining,"North Indian, Chinese",800.0
No,No,4.1,484.5,Brookefield,Cafe,"Cafe, Continental, American, Italian",600.0
No,No,2.9000000000000004,55.0,Brookefield,Casual Dining,"North Indian, Chinese",600.0
No,No,3.7,0.0,Marathahalli,Casual Dining,"Bengali, Continental, Fast Food, North Indian, Seafood",500.0
Yes,No,3.7,0.0,Marathahalli,Quick Bites,"North Indian, Chinese",400.0
Yes,No,3.7,0.0,Marathahalli,Quick Bites,"North Indian, Mughlai",450.0
Yes,No,3.1,142.0,Marathahalli,Casual Dining,"North Indian, South Indian, Chinese",450.0
Yes,No,3.7,0.0,Marathahalli,Food Court,Juices,100.0
Yes,No,3.7,0.0,Marathahalli,Quick Bites,"North Indian, Chinese",350.0
No,No,3.3,7.0,Marathahalli,Food Court,North Indian,400.0
Yes,No,3.7,0.0,Whitefield,Quick Bites,"Fast Food, Burger",500.0
Yes,Yes,3.8,384.0,Marathahalli,Casual Dining,"South Indian, North Indian, Chinese, Biryani",800.0
Yes,No,2.9000000000000004,484.5,Brookefield,Casual Dining,"Arabian, North Indian, Biryani, Chinese, Seafood",750.0
Yes,No,3.7,114.0,Marathahalli,Quick Bites,"North Indian, Chinese, Biryani",400.0
Yes,No,3.6,16.0,Whitefield,Dessert Parlor,Desserts,300.0
Yes,No,2.9000000000000004,104.0,Marathahalli,"Food Court, Quick Bites","Pizza, Fast Food",750.0
Yes,No,3.6,26.0,Marathahalli,Quick Bites,Oriya,200.0
Yes,No,3.8,374.0,Marathahalli,Quick Bites,"North Indian, Sandwich",300.0
No,No,3.8,44.0,Brookefield,Quick Bites,"Beverages, Fast Food",150.0
Yes,No,3.4,8.0,Marathahalli,Quick Bites,"Fast Food, Rolls",200.0
No,No,2.9000000000000004,16.0,Whitefield,Casual Dining,"North Indian, Chinese",700.0
No,No,3.1,9.0,Marathahalli,Dessert Parlor,Bakery,400.0
Yes,No,3.9,52.0,Brookefield,Dessert Parlor,"Ice Cream, Desserts",250.0
Yes,No,3.0,47.0,Marathahalli,Quick Bites,"North Indian, Chinese",400.0
Yes,No,2.9000000000000004,16.0,Kaggadasapura,Quick Bites,"Andhra, North Indian, Biryani",350.0
Yes,No,3.0,148.0,Brookefield,Casual Dining,"Andhra, Chinese, North Indian, Biryani",600.0
Yes,No,3.7,198.0,Marathahalli,Casual Dining,"Andhra, North Indian, Chinese, Seafood, Biryani",650.0
No,Yes,3.7,0.0,Brookefield,Casual Dining,"North Indian, Chinese",500.0
Yes,No,2.9000000000000004,25.0,Brookefield,"Takeaway, Delivery","Pizza, Fast Food",200.0
Yes,Yes,3.8,484.5,Marathahalli,Casual Dining,"North Indian, Biryani, Andhra, South Indian",600.0
Yes,No,3.6,26.0,Marathahalli,Quick Bites,"North Indian, Chinese",250.0
Yes,No,3.9,56.0,Marathahalli,Casual Dining,"Chinese, Thai, Momos",800.0
Yes,No,3.7,0.0,Whitefield,Quick Bites,"South Indian, Chinese",300.0
Yes,No,3.6,16.0,Marathahalli,"Beverage Shop, Quick Bites","Juices, Fast Food",200.0
Yes,No,4.1,48.0,Marathahalli,Quick Bites,North Indian,250.0
Yes,No,4.0,472.0,Brookefield,Casual Dining,North Indian,700.0
Yes,No,3.3,14.0,Brookefield,Dessert Parlor,"Ice Cream, Desserts",250.0
Yes,No,3.4,14.0,Marathahalli,Quick Bites,Street Food,250.0
Yes,No,3.6,106.0,Brookefield,Quick Bites,"South Indian, North Indian, Chinese",250.0
Yes,No,3.8,41.0,Marathahalli,Quick Bites,"Chinese, North Indian, South Indian",300.0
Yes,No,3.6,82.0,Marathahalli,Quick Bites,"Tibetan, Momos",400.0
Yes,No,3.0,459.0,Marathahalli,Casual Dining,"North Indian, Kebab, Fast Food",500.0
Yes,No,3.7,39.0,Brookefield,Quick Bites,North Indian,300.0
Yes,No,3.6,56.0,"ITPL Main Road, Whitefield",Cafe,"Cafe, Burger, Italian, Salad",1000.0
Yes,No,3.6,92.0,Brookefield,Quick Bites,"South Indian, North Indian, Chinese",350.0
Yes,No,3.6,92.0,Marathahalli,Quick Bites,"North Indian, Kebab, Biryani, Rolls",700.0
Yes,Yes,4.0,484.5,Marathahalli,Casual Dining,"North Indian, Chinese",900.0
Yes,No,3.8,232.0,Marathahalli,Quick Bites,Bengali,300.0
Yes,No,3.3,12.0,East Bangalore,Delivery,"Andhra, Biryani, North Indian, South Indian",300.0
Yes,No,4.1,484.5,Marathahalli,Quick Bites,"Street Food, North Indian",200.0
Yes,No,3.6,85.0,Marathahalli,Casual Dining,Andhra,600.0
Yes,No,3.5,129.0,Kaggadasapura,Quick Bites,South Indian,400.0
Yes,No,3.7,205.0,Marathahalli,Quick Bites,North Indian,350.0
Yes,No,3.3,4.0,Marathahalli,Quick Bites,"Street Food, Gujarati",300.0
Yes,No,3.5,107.0,Brookefield,Food Court,"Andhra, North Indian, Chinese, Biryani",500.0
Yes,No,4.2,116.0,Brookefield,Casual Dining,"South Indian, Biryani",800.0
Yes,No,2.9000000000000004,30.0,Marathahalli,Delivery,"Chinese, Momos, Vietnamese, Thai",500.0
Yes,No,3.8,219.0,CV Raman Nagar,Casual Dining,"Chinese, Thai, Momos",500.0
Yes,Yes,4.0,157.0,Marathahalli,Casual Dining,"North Indian, Pizza, Fast Food",800.0
Yes,No,3.7,49.0,Brookefield,Quick Bites,"Fast Food, Burger",300.0
Yes,No,3.7,484.5,Marathahalli,Casual Dining,"Biryani, North Indian, Chinese",700.0
Yes,No,3.1,61.0,Marathahalli,Delivery,Chinese,650.0
Yes,Yes,3.9,228.0,Marathahalli,Casual Dining,"North Indian, Seafood, Chinese, Biryani",750.0
Yes,No,3.5,8.0,Marathahalli,Bakery,"Bakery, Desserts",200.0
Yes,No,3.5,57.0,Marathahalli,Quick Bites,"North Indian, Chinese",400.0
Yes,No,3.6,13.0,Marathahalli,Casual Dining,"Andhra, North Indian, Chinese",700.0
Yes,No,3.8,35.0,Marathahalli,Quick Bites,North Indian,150.0
Yes,No,3.5,377.0,Brookefield,Casual Dining,"Chinese, North Indian, Biryani, Juices",750.0
Yes,No,3.7,22.0,Marathahalli,Quick Bites,"Italian, Pizza",500.0
Yes,No,3.7,128.0,Kaggadasapura,Casual Dining,"North Indian, South Indian, Chinese",600.0
Yes,No,3.0,93.0,Bellandur,Quick Bites,"North Indian, Chinese",400.0
Yes,No,2.9000000000000004,122.0,Bellandur,Quick Bites,North Indian,400.0
No,No,3.1,30.0,Marathahalli,"Takeaway, Delivery","North Indian, Chinese",450.0
No,No,3.8,24.0,Marathahalli,Quick Bites,"Chinese, North Indian",200.0
Yes,No,3.2,115.0,Kaggadasapura,Casual Dining,"Chettinad, South Indian, North Indian",500.0
Yes,No,3.6,57.0,Old Airport Road,Quick Bites,"Hyderabadi, Biryani",500.0
Yes,No,3.7,61.0,Marathahalli,Casual Dining,"Biryani, North Indian, Mughlai",700.0
Yes,No,3.9,46.0,"ITPL Main Road, Whitefield",Dessert Parlor,"Bakery, Desserts, Beverages",450.0
Yes,No,4.1,484.5,Brookefield,Cafe,"Cafe, Street Food",300.0
Yes,No,3.6,42.0,Marathahalli,"Takeaway, Delivery","North Indian, Chinese",300.0
No,No,3.7,0.0,Marathahalli,Food Court,"Fast Food, Beverages",300.0
Yes,No,3.3,4.0,Brookefield,Dessert Parlor,"Desserts, Ice Cream",350.0
Yes,No,3.6,23.0,Whitefield,Quick Bites,North Indian,450.0
Yes,No,3.1,46.0,Marathahalli,"Quick Bites, Beverage Shop","Juices, Ice Cream, Fast Food",250.0
Yes,No,3.7,0.0,Brookefield,Quick Bites,North Indian,250.0
No,No,3.7,18.0,Whitefield,Cafe,"Cafe, Burger, Sandwich",250.0
Yes,No,3.1,19.0,Marathahalli,Casual Dining,"Chinese, North Indian, Biryani",600.0
Yes,No,2.9000000000000004,68.0,Kaggadasapura,Casual Dining,"North Indian, Chinese, Bengali, Fast Food",450.0
Yes,No,3.3,26.0,Marathahalli,Quick Bites,"North Indian, Street Food",350.0
Yes,No,3.9,219.0,Marathahalli,Quick Bites,North Indian,250.0
Yes,No,3.8,60.0,Kaggadasapura,"Bakery, Cafe","Bakery, Cafe, Burger, Fast Food",450.0
Yes,No,4.2,176.0,Marathahalli,Casual Dining,"North Indian, Mughlai, Seafood, Chinese",1000.0
Yes,No,3.8,49.0,Marathahalli,Quick Bites,Kerala,300.0
No,No,3.6,94.0,Marathahalli,Cafe,"Cafe, Beverages, Continental, North Indian, Chinese",700.0
Yes,No,3.8,93.0,Kaggadasapura,"Takeaway, Delivery",Kerala,300.0
No,No,3.7,64.0,Marathahalli,Quick Bites,South Indian,150.0
Yes,No,3.6,34.0,Marathahalli,Casual Dining,"North Indian, Chinese, Andhra",800.0
Yes,No,3.5,15.0,Marathahalli,Quick Bites,"North Indian, Juices",300.0
Yes,No,3.7,0.0,"ITPL Main Road, Whitefield",Quick Bites,North Indian,400.0
Yes,No,3.4,8.0,Whitefield,Quick Bites,"North Indian, Chinese",500.0
Yes,No,3.7,42.0,Marathahalli,"Quick Bites, Dessert Parlor","Continental, Italian, Chinese, North Indian, Momos",400.0
Yes,No,3.8,54.0,Marathahalli,Quick Bites,"North Indian, Mughlai, Chinese",400.0
Yes,No,3.8,170.0,Kaggadasapura,Quick Bites,"North Indian, Chinese",500.0
Yes,No,3.6,37.0,East Bangalore,Delivery,"Chinese, North Indian",400.0
Yes,No,3.6,250.0,Kaggadasapura,Casual Dining,"North Indian, Chinese",700.0
Yes,No,3.5,180.0,Marathahalli,Casual Dining,"North Indian, Biryani, Mughlai, Kebab",800.0
Yes,No,3.9,98.0,Marathahalli,"Beverage Shop, Quick Bites","Beverages, Fast Food",500.0
Yes,No,3.3,7.0,Whitefield,Quick Bites,"Fast Food, Rolls",350.0
Yes,No,3.6,32.0,Marathahalli,Casual Dining,"North Indian, Chinese, Kerala",450.0
Yes,No,3.7,46.0,Marathahalli,"Takeaway, Delivery","Bengali, Oriya",650.0
No,No,3.0,17.0,Whitefield,Casual Dining,Chinese,800.0
Yes,No,3.3,16.0,Marathahalli,"Beverage Shop, Quick Bites","Beverages, Juices, Ice Cream, Sandwich, Fast Food",200.0
Yes,No,3.4,89.0,Whitefield,Quick Bites,North Indian,300.0
Yes,No,3.2,4.0,Marathahalli,"Beverage Shop, Quick Bites","Beverages, Fast Food",300.0
Yes,No,3.6,21.0,Marathahalli,Dessert Parlor,"Ice Cream, Desserts",450.0
Yes,No,3.8,94.0,Marathahalli,Casual Dining,"North Indian, Chinese, Seafood",750.0
Yes,No,3.6,93.0,Brookefield,Quick Bites,"North Indian, Chinese",300.0
No,No,3.4,9.0,Marathahalli,Quick Bites,"North Indian, Chinese, Mughlai",400.0
Yes,No,3.7,19.0,Kaggadasapura,"Dessert Parlor, Quick Bites","Desserts, Fast Food",300.0
Yes,No,3.4,10.0,Marathahalli,Quick Bites,"Chinese, Kebab, North Indian",300.0
Yes,No,3.5,18.0,Marathahalli,Quick Bites,"South Indian, Chinese",200.0
No,No,3.7,0.0,Marathahalli,Delivery,Beverages,250.0
No,No,3.7,0.0,Marathahalli,Dessert Parlor,"Desserts, Ice Cream",200.0
Yes,No,3.5,13.0,Marathahalli,Quick Bites,"South Indian, Chinese",300.0
Yes,No,3.7,0.0,Marathahalli,Quick Bites,"North Indian, Chinese, Mughlai",500.0
Yes,No,3.4,14.0,Marathahalli,Quick Bites,"Chinese, South Indian, Fast Food",200.0
Yes,No,3.1,67.0,Marathahalli,"Takeaway, Delivery","North Indian, Biryani",250.0
Yes,No,3.5,20.0,East Bangalore,Delivery,"North Indian, Chinese",800.0
Yes,No,3.2,7.0,Marathahalli,Quick Bites,"Fast Food, Rolls",250.0
Yes,No,3.5,14.0,Marathahalli,Quick Bites,South Indian,200.0
Yes,No,3.1,91.0,Marathahalli,Quick Bites,"North Indian, South Indian",200.0
Yes,No,4.0,122.0,"Varthur Main Road, Whitefield",Casual Dining,"North Indian, Chinese, Biryani, Andhra",800.0
Yes,No,3.9,60.0,Brookefield,Quick Bites,"Kerala, South Indian, Seafood",500.0
Yes,No,3.5,118.0,Marathahalli,Delivery,"North Indian, South Indian",200.0
Yes,No,3.0,9.0,Marathahalli,Quick Bites,"North Indian, Chinese",450.0
Yes,No,3.5,35.0,Brookefield,Casual Dining,"Andhra, South Indian",550.0
Yes,No,3.7,0.0,Marathahalli,Delivery,"North Indian, Mughlai, Biryani",500.0
Yes,No,3.1,13.0,Marathahalli,Food Court,Andhra,400.0
Yes,No,3.7,72.0,Whitefield,Quick Bites,North Indian,450.0
Yes,No,4.0,121.0,Brookefield,Quick Bites,"Pizza, Italian, Desserts",900.0
No,No,3.7,0.0,Marathahalli,"Takeaway, Delivery","Chinese, North Indian, Fast Food",500.0
Yes,No,3.1,68.0,Marathahalli,Quick Bites,"Biryani, Fast Food",400.0
Yes,No,3.4,20.0,Marathahalli,"Takeaway, Delivery","Chinese, North Indian, South Indian",250.0
No,No,3.7,0.0,Marathahalli,Quick Bites,"North Indian, Chinese",400.0
Yes,No,3.7,35.0,Marathahalli,"Dessert Parlor, Beverage Shop","Desserts, Beverages",300.0
Yes,No,3.0,5.0,Marathahalli,Casual Dining,"North Indian, South Indian, Chinese",600.0
Yes,No,3.6,26.0,Whitefield,"Takeaway, Delivery",Bihari,400.0
Yes,No,3.2,25.0,Kaggadasapura,Dessert Parlor,"Ice Cream, Desserts",300.0
Yes,No,3.7,0.0,Marathahalli,Food Court,North Indian,500.0
Yes,No,3.7,0.0,Marathahalli,Food Court,"Steak, Continental",500.0
Yes,No,3.1,44.0,Marathahalli,Quick Bites,"North Indian, Chinese, Oriya",500.0
Yes,No,3.7,0.0,BTM,Delivery,"North Indian, South Indian",400.0
Yes,No,3.7,0.0,Marathahalli,Casual Dining,"South Indian, North Indian, Chinese",450.0
Yes,No,3.4,31.0,Bellandur,Quick Bites,"Beverages, Fast Food",250.0
Yes,No,3.0,23.0,Marathahalli,Quick Bites,North Indian,350.0
Yes,No,3.3,46.0,Marathahalli,Casual Dining,"North Indian, Biryani, Chinese",600.0
Yes,No,2.9000000000000004,53.0,Marathahalli,Quick Bites,Fast Food,300.0
Yes,No,3.8,38.0,Marathahalli,Quick Bites,"Biryani, North Indian, Andhra",450.0
Yes,No,3.1,44.0,Bellandur,Casual Dining,"Hyderabadi, North Indian, Biryani",700.0
No,No,3.5,9.0,Marathahalli,Cafe,"Italian, American, Chinese, Arabian, North Indian, Cafe",1000.0
Yes,No,3.5,21.0,Marathahalli,Casual Dining,"North Indian, Mughlai, Chinese",600.0
Yes,No,3.1,28.0,Jeevan Bhima Nagar,Quick Bites,"Chinese, North Indian",200.0
Yes,No,2.9000000000000004,479.0,Marathahalli,Casual Dining,"North Indian, Chinese",650.0
Yes,No,3.2,426.0,Kaggadasapura,Casual Dining,"North Indian, Biryani, Chinese, Rolls",600.0
Yes,Yes,3.8,484.5,Brookefield,"Casual Dining, Bar",North Indian,750.0
Yes,No,3.2,270.0,Brookefield,Casual Dining,"Kerala, Chinese",500.0
Yes,Yes,3.7,484.5,Brookefield,Casual Dining,"Chinese, Seafood, Momos",750.0
No,No,3.7,18.0,Marathahalli,Kiosk,"Juices, Fast Food, South Indian, Chinese",200.0
Yes,No,3.6,68.0,Marathahalli,Quick Bites,"North Indian, Chinese",350.0
Yes,No,3.6,56.0,Marathahalli,Casual Dining,"Chinese, North Indian, South Indian",750.0
Yes,No,3.6,46.0,Marathahalli,Casual Dining,"North Indian, Chinese",500.0
No,No,2.9000000000000004,118.0,Marathahalli,"Casual Dining, Bar","North Indian, Chinese",1175.0
Yes,No,3.3,218.0,Brookefield,Casual Dining,"Mughlai, Chinese, Kerala",600.0
Yes,No,3.8,52.0,Kaggadasapura,Bakery,"Bakery, Desserts",350.0
Yes,No,3.5,98.0,Marathahalli,Quick Bites,"North Indian, Chinese",400.0
Yes,No,3.0,21.0,Marathahalli,Food Court,Tibetan,350.0
Yes,No,3.6,37.0,Brookefield,Quick Bites,"Chinese, Rolls",150.0
Yes,Yes,3.9,484.5,Marathahalli,Casual Dining,"North Indian, Chinese, Continental, Street Food",750.0
Yes,No,2.9000000000000004,243.0,Marathahalli,Quick Bites,Bengali,400.0
Yes,No,4.0,484.5,Brookefield,Quick Bites,"Mexican, American, Fast Food",600.0
Yes,No,3.8,434.0,Marathahalli,Casual Dining,"Biryani, North Indian, Chinese",650.0
Yes,Yes,4.0,484.5,Kaggadasapura,Casual Dining,"Continental, North Indian, Chinese, Bengali",800.0
Yes,No,3.4,85.0,Brookefield,Casual Dining,"North Indian, Biryani, Chinese, Mughlai",500.0
Yes,No,3.4,71.0,Kaggadasapura,Casual Dining,"Chinese, Momos",600.0
No,No,3.6,20.0,Thippasandra,Quick Bites,North Indian,300.0
Yes,No,2.9000000000000004,63.0,Kaggadasapura,Quick Bites,"Pizza, Italian, Salad",500.0
Yes,No,3.1,4.0,Kaggadasapura,Quick Bites,"North Indian, Chinese",350.0
Yes,No,3.6,31.0,Marathahalli,Casual Dining,"South Indian, North Indian",700.0
No,No,3.4,57.0,Old Airport Road,Quick Bites,"Biryani, Chinese, North Indian, Momos",555.4315664479959
Yes,No,3.7,19.0,Marathahalli,Casual Dining,"Chinese, Thai, Momos",600.0
Yes,No,3.4,85.0,Marathahalli,Quick Bites,"Gujarati, Fast Food",200.0
Yes,No,3.7,0.0,Marathahalli,Delivery,Biryani,250.0
No,No,3.3,13.0,Marathahalli,Quick Bites,"North Indian, Beverages, Fast Food, Street Food",250.0
Yes,No,2.9000000000000004,21.0,Marathahalli,Quick Bites,Street Food,200.0
Yes,No,3.7,0.0,Marathahalli,Delivery,"Andhra, Biryani, North Indian, South Indian",300.0
Yes,No,3.7,0.0,Marathahalli,Quick Bites,"Andhra, Biryani, North Indian, South Indian",400.0
No,No,3.5,29.0,Marathahalli,Dessert Parlor,Desserts,555.4315664479959
